,ndays,justvalue,累计买入金额,累计卖出金额,股票剩余资产,开始日期,结束日期,IRR
248,1000,0.040000000000000015,179400.0,70200.0,230293.04,20150710,20191101,0.49091302398529546
249,1000,0.030000000000000013,193700.0,64100.0,262216.01,20150710,20191101,0.48222642440889363
250,1000,0.02000000000000001,208800.0,58600.0,294500.01,20150710,20191101,0.47544126828329425
251,1000,0.01000000000000001,224400.0,53700.0,326603.49,20150710,20191101,0.4696916773218929
252,1000,1.0408340855860843e-17,240700.0,49500.0,358706.98,20150710,20191101,0.4648486414454256
253,990,0.1,102700.0,108638.12,48544.3,20150710,20191101,0.5496500889485167
254,990,0.09000000000000001,114700.0,102181.36,77684.44,20150710,20191101,0.5330342754193307
255,990,0.08000000000000002,127000.0,95924.46,107185.61,20150710,20191101,0.5230824541625712
256,990,0.07000000000000002,139300.0,89752.39,136506.27,20150710,20191101,0.5152858997358623
257,990,0.06000000000000002,151800.0,83840.41,165646.41,20150710,20191101,0.5086074996172085
258,990,0.05000000000000002,164800.0,78140.08,195293.81,20150710,20191101,0.5032383991983247
259,990,0.040000000000000015,178000.0,71000.0,227166.98,20150710,20191101,0.49275462678801674
260,990,0.030000000000000013,192400.0,65000.0,259089.96,20150710,20191101,0.48377875827618766
261,990,0.02000000000000001,207400.0,59400.0,291373.95,20150710,20191101,0.4767778307001924
262,990,0.01000000000000001,222900.0,54400.0,323477.44,20150710,20191101,0.4708598253660101
263,990,1.0408340855860843e-17,239200.0,50200.0,355580.92,20150710,20191101,0.4658829010965704
264,980,0.1,101900.0,109538.12,46069.3,20150710,20191101,0.5494263715453807
265,980,0.09000000000000001,113900.0,103077.0,75209.44,20150710,20191101,0.5326614383362571
266,980,0.08000000000000002,126100.0,96697.48,104710.61,20150710,20191101,0.5224090248150404
267,980,0.07000000000000002,138400.0,90529.86,134031.27,20150710,20191101,0.514706863840475
268,980,0.06000000000000002,150800.0,84527.5,163171.41,20150710,20191101,0.5081784488313978
269,980,0.05000000000000002,163800.0,78824.86,192818.81,20150710,20191101,0.5028302945976337
270,980,0.040000000000000015,177000.0,71900.0,224391.85,20150710,20191101,0.49304919855903684
271,980,0.030000000000000013,191100.0,65700.0,256137.34,20150710,20191101,0.48400921265827623
272,980,0.02000000000000001,206300.0,60200.0,288598.82,20150710,20191101,0.4769130198861271
273,980,0.01000000000000001,221800.0,55200.0,320702.3,20150710,20191101,0.4709483251008173
274,980,1.0408340855860843e-17,238000.0,50900.0,352805.79,20150710,20191101,0.4659373344490181
